RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"8,217","15,637,717",Lockington,704,Germany,Male,41,4,"109,027",2,1,1,"43,117",0
"8,218","15,635,500",Seleznyov,605,Germany,Male,75,2,"61,320",1,0,1,"186,655",0
"8,219","15,634,792",Weston,516,France,Female,40,9,0,2,0,1,"33,266",0
"8,220","15,607,560",Groom,572,France,Female,39,2,0,2,1,1,555,0
"8,221","15,727,177",Manfrin,557,France,Male,42,6,"177,822",1,1,0,"150,944",1
"8,222","15,774,358",Robertson,443,Germany,Male,59,4,"110,939",1,1,0,"72,847",1
"8,223","15,791,304",Ch'ang,604,Germany,Male,25,7,"165,413",1,1,1,"35,280",0
"8,224","15,603,328",Lucchesi,483,France,Male,27,1,"77,806",1,1,1,"2,102",0
"8,225","15,804,937",Cambage,702,France,Male,50,3,0,2,0,0,"94,950",0
"8,226","15,804,142",Tan,670,Spain,Female,57,3,"175,576",2,1,0,"99,062",1
"8,227","15,608,845",Tao,804,Spain,Female,38,3,"124,197",1,1,0,"74,692",0
"8,228","15,702,434",Hsieh,850,France,Female,30,3,0,2,1,0,"116,693",0
"8,229","15,632,609",Burdekin,554,France,Female,39,10,"160,133",1,1,0,"32,824",0
"8,230","15,603,550",Longo,588,Germany,Female,37,7,"70,259",2,1,0,"139,608",0
"8,231","15,755,239",Maughan,758,Germany,Male,32,4,"162,658",2,1,1,"115,525",0
"8,232","15,670,528",Franz,787,Germany,Male,43,0,"132,217",1,1,0,"20,955",1
"8,233","15,732,704",Piazza,582,Spain,Male,25,9,"148,043",2,1,0,"52,341",0
"8,234","15,589,019",Morant,633,Spain,Female,33,4,"92,855",1,1,1,"159,813",0
"8,235","15,677,796",Becher,766,Germany,Male,47,9,"129,290",1,1,0,"169,935",1
"8,236","15,760,177",Lombardi,564,Spain,Male,37,9,"100,252",1,1,1,"146,034",0
"8,237","15,636,595",Loton,602,Spain,Male,37,3,"107,593",2,0,1,"153,123",0
"8,238","15,737,275",Conti,649,France,Male,39,3,"113,096",1,1,1,"60,335",0
"8,239","15,672,905",Sani,679,Spain,Female,40,7,0,2,1,1,"163,757",0
"8,240","15,753,955",Lori,639,Spain,Male,34,7,"149,940",2,0,0,"156,649",0
"8,241","15,708,504",Wong,790,Germany,Male,50,8,"121,439",1,1,1,"176,472",1
"8,242","15,592,451",Lombardi,565,France,Male,32,9,0,2,1,0,5388.3,0
"8,243","15,790,455",Obialo,478,France,Female,50,2,0,1,0,1,"93,333",1
"8,244","15,572,174",Mazzi,825,France,Male,29,3,"148,874",2,0,1,"71,193",0
"8,245","15,656,330",Von Doussa,528,Spain,Female,32,0,"68,138",1,1,1,"170,309",0
"8,246","15,569,626",Miller,577,Spain,Male,35,5,"110,080",1,1,1,"109,794",0
"8,247","15,608,726",Miracle,663,France,Male,24,7,0,2,1,1,"166,311",0
"8,248","15,637,366",Su,505,Germany,Female,25,5,"114,269",2,1,1,"126,728",0
"8,249","15,778,049",Wyatt,633,Germany,Male,29,6,"117,412",1,0,0,"30,339",0
"8,250","15,727,421",Anayolisa,586,France,Female,38,6,0,2,1,1,"37,936",0
"8,251","15,688,865",Wade,850,France,Female,35,9,0,2,0,0,"25,329",0
"8,252","15,751,032",Enemuo,629,Germany,Female,37,1,"35,550",2,0,0,"49,676",0
"8,253","15,734,737",Bruno,744,France,Male,56,9,0,2,1,1,"169,499",0
"8,254","15,746,515",Greece,750,France,Male,36,7,"136,493",3,1,1,"26,500",1
"8,255","15,664,311",Yang,637,Germany,Male,28,3,"123,676",1,1,1,"166,458",0
"8,256","15,708,139",Brown,575,France,Female,40,1,"139,532",1,1,0,"181,294",0
"8,257","15,768,574",Anderson,671,Spain,Male,58,1,"178,714",1,1,1,"21,768",0
"8,258","15,738,018",Johnston,571,France,Male,40,5,0,2,0,0,"72,849",0
"8,259","15,699,753",Zakharov,590,France,Male,41,1,"89,086",1,1,0,"24,500",0
"8,260","15,703,199",Golibe,619,Spain,Male,38,3,"96,143",1,0,0,"98,995",0
"8,261","15,627,830",Nikitina,640,Germany,Female,30,5,"32,198",1,0,1,"141,446",0
"8,262","15,570,855",Leonard,670,France,Male,38,7,0,2,1,1,"77,864",0
"8,263","15,772,503",Burns,737,France,Female,33,4,0,2,1,0,"115,115",0
"8,264","15,584,453",Burtch,555,Spain,Male,32,10,0,2,0,1,"168,606",0
"8,265","15,710,111",Clark,742,France,Male,33,6,0,2,0,0,"38,550",0
"8,266","15,618,562",Woodward,618,Germany,Female,40,0,"140,306",1,1,0,"160,619",1
"8,267","15,706,764",Spencer,560,France,Female,35,1,0,2,1,0,"3,702",0
"8,268","15,798,737",Chao,654,France,Male,38,8,0,2,1,0,"88,659",0
"8,269","15,712,608",Costa,787,Germany,Female,42,2,"74,484",2,0,1,"44,274",0
"8,270","15,636,736",McLachlan,611,France,Female,53,7,0,2,0,1,"156,495",1
"8,271","15,703,544",Hung,559,Spain,Male,34,0,0,1,1,0,"182,989",0
"8,272","15,815,645",Akhtar,481,France,Male,37,8,"152,304",2,1,1,"175,082",0
"8,273","15,705,739",Toscani,753,Germany,Male,32,5,"159,905",1,1,0,"148,811",0
"8,274","15,709,643",Gray,675,France,Male,32,1,0,3,1,0,"85,901",0
"8,275","15,669,805",Warren,748,Germany,Female,31,1,"99,558",1,1,0,"199,255",0
"8,276","15,737,489",Ramsden,610,Spain,Female,46,5,"116,887",1,0,0,"107,973",0
"8,277","15,775,131",Bartlett,580,Spain,Male,32,9,"142,188",2,0,1,"128,029",0
"8,278","15,765,283",Wenz,624,Germany,Female,40,3,"149,962",2,1,0,"104,611",0
"8,279","15,628,715",Kisch,709,France,Female,36,8,0,2,1,1,"69,677",0
"8,280","15,813,283",Mai,605,France,Female,34,2,0,1,0,0,"35,982",0
"8,281","15,745,716",McGregor,706,Spain,Male,53,7,0,2,0,1,"117,939",0
"8,282","15,598,485",Pinto,567,Spain,Male,40,8,"28,650",1,1,1,"95,141",0
"8,283","15,696,552",Newman,747,France,Female,21,4,"81,026",2,1,0,"167,683",0
"8,284","15,754,569",Pagnotto,664,France,Male,57,1,0,2,1,1,"56,563",0
"8,285","15,701,741",Williams,711,France,Female,39,3,"152,463",1,1,0,"90,306",0
"8,286","15,572,631",Ndubuisi,609,France,Male,25,10,0,1,0,1,"109,895",0
"8,287","15,636,069",Plummer,632,Spain,Male,28,7,"155,520",1,1,0,"1,843",0
"8,288","15,682,467",Chimezie,725,France,Female,36,1,"118,851",1,1,1,"102,747",0
"8,289","15,790,744",Nash,850,France,Female,34,9,"92,899",2,1,0,"97,466",0
"8,290","15,625,023",Onochie,682,France,Male,40,4,0,1,0,1,"105,353",0
"8,291","15,731,267",Rizzo,797,France,Male,37,4,"75,264",1,1,0,"85,802",0
"8,292","15,742,879",Boni,668,Spain,Male,38,1,"147,904",1,1,1,"69,370",0
"8,293","15,757,015",Davies,783,Germany,Female,41,5,"106,641",1,1,0,"176,946",0
"8,294","15,770,711",Lu,766,Germany,Female,28,4,"90,697",1,0,1,"21,597",0
"8,295","15,569,430",Burrows,704,Spain,Female,36,2,"175,510",2,1,0,"152,040",0
"8,296","15,617,304",Ershova,722,France,Male,40,6,0,2,1,1,"111,893",0
"8,297","15,704,466",Udokamma,692,France,Female,34,7,0,2,1,0,"195,075",0
"8,298","15,664,681",Aitken,584,France,Female,35,2,"114,321",2,0,0,"15,959",0
"8,299","15,605,534",Turnbull,644,Germany,Female,51,4,"95,560",1,0,0,"72,629",1
"8,300","15,792,473",Reilly,598,Germany,Female,50,5,"88,380",3,0,1,"64,157",1
"8,301","15,802,625",Hardy,733,Germany,Male,48,7,"85,916",1,1,1,"23,861",0
"8,302","15,766,017",Brookman,615,Germany,Male,58,3,"72,309",1,1,1,"85,687",1
"8,303","15,762,172",Kerr,850,France,Female,39,2,0,2,1,0,"179,451",0
"8,304","15,728,333",McBurney,521,France,Male,43,8,0,1,1,1,"93,180",0
"8,305","15,792,868",Mickey,675,France,Male,69,1,0,2,1,0,"157,097",0
"8,306","15,605,698",Harrison,746,France,Male,58,3,0,3,1,1,"80,345",1
"8,307","15,777,060",Olszewski,770,France,Female,33,4,0,1,1,0,"26,081",1
"8,308","15,626,243",Chijioke,618,France,Male,30,3,"133,844",1,1,1,"31,407",0
"8,309","15,719,898",Young,556,France,Male,36,7,"154,872",2,1,1,"32,045",0
"8,310","15,599,976",Bellasis,749,France,Female,27,9,0,2,1,0,"132,735",0
"8,311","15,752,809",De Mestre,702,Spain,Male,43,6,"116,122",1,1,0,"61,602",0
"8,312","15,589,698",De Luca,555,Germany,Male,42,6,"107,105",1,1,1,"41,304",1
"8,313","15,609,977",Mundy,587,France,Male,47,6,"71,027",1,1,0,"57,962",0
"8,314","15,750,121",Tung,639,France,Male,38,3,0,1,1,0,"42,863",0
"8,315","15,734,177",Donahue,643,France,Male,33,4,0,2,1,1,"152,992",0
"8,316","15,781,347",Okagbue,600,France,Female,41,1,0,2,1,1,"91,194",0
"8,317","15,592,025",Nnaemeka,651,France,Male,53,7,0,2,1,1,"130,132",0
"8,318","15,670,163",Verjus,666,France,Female,27,4,0,2,0,0,"88,751",0
"8,319","15,765,402",H?,520,France,Female,39,6,"145,644",1,0,0,"104,119",0
"8,320","15,624,343",Napolitani,650,Spain,Female,50,7,"129,668",1,0,0,"42,028",0
"8,321","15,602,354",Ginikanwa,564,Germany,Male,33,3,"109,342",1,1,0,"75,633",0
"8,322","15,579,183",Spaull,586,France,Male,64,1,0,2,1,1,"53,710",0
"8,323","15,584,899",Siciliani,617,France,Female,35,5,0,2,0,1,"13,066",0
"8,324","15,723,658",Voronina,712,Spain,Female,30,6,0,2,1,0,"152,418",0
"8,325","15,803,965",Tang,654,France,Male,55,3,"87,486",1,1,1,3299.01,0
"8,326","15,682,489",Crumbley,605,France,Male,27,9,0,2,1,0,"198,092",0
"8,327","15,813,645",Hamilton,491,France,Female,36,0,"53,369",1,1,1,"103,934",0
"8,328","15,766,787",Piazza,707,France,Female,35,9,0,2,1,1,"70,404",0
"8,329","15,687,171",Birch,638,Spain,Male,34,5,"146,680",1,1,0,"102,180",0
"8,330","15,690,744",Custance,683,France,Male,43,2,"112,499",2,1,0,"30,375",0
"8,331","15,707,974",Anayochukwu,815,Spain,Female,38,2,"48,387",1,1,0,"184,797",0
"8,332","15,673,084",Galkin,645,Spain,Male,38,1,"68,080",1,0,1,"166,265",0
"8,333","15,814,772",Adams,645,Germany,Male,49,4,"160,134",1,0,1,"88,392",0
"8,334","15,743,709",Toomey,683,France,Male,30,4,"66,190",1,1,1,"115,187",0
"8,335","15,610,343",Marshall-Hall,705,France,Female,37,10,0,2,1,1,"13,936",1
"8,336","15,737,414",Shen,647,France,Male,35,4,"123,762",1,1,0,"83,910",0
"8,337","15,788,480",Pagnotto,786,Germany,Female,33,0,"122,326",1,0,0,"34,712",1
"8,338","15,568,519",Wood,534,France,Male,41,9,0,2,1,0,"13,871",0
"8,339","15,792,453",More,602,Spain,Female,42,1,"138,912",1,1,1,"139,495",0
"8,340","15,658,100",Piccio,695,France,Female,42,0,0,2,0,1,"140,725",0
"8,341","15,695,197",Tochukwu,553,Germany,Female,25,7,"128,524",2,1,0,"20,682",0
"8,342","15,749,807",Graham,516,Spain,Female,31,3,0,2,1,0,"124,202",0
"8,343","15,773,876",Tung,655,France,Female,34,3,0,2,1,0,"159,639",0
"8,344","15,591,698",P'eng,849,Germany,Female,49,9,"132,935",1,1,0,"171,057",1
"8,345","15,712,813",Nevzorova,520,Germany,Male,43,3,"150,805",3,0,1,"25,333",1
"8,346","15,763,898",Toscani,568,Spain,Female,46,3,0,2,1,1,"29,373",0
"8,347","15,793,324",McKenzie,695,Spain,Male,32,9,0,3,0,1,"38,534",0
"8,348","15,757,759",Okwuoma,807,Spain,Female,28,7,"165,969",3,1,0,"156,122",1
"8,349","15,796,230",Morley,642,Germany,Female,36,2,"124,496",3,1,1,"57,904",1
"8,350","15,611,729",Kerr,703,Germany,Male,39,1,"141,560",1,1,1,"31,257",1
"8,351","15,709,531",Harding,556,France,Male,38,2,"114,756",1,1,0,"193,214",0
"8,352","15,650,751",Butler,585,France,Female,30,6,0,2,1,1,"137,758",0
"8,353","15,641,413",Crawford,587,Germany,Female,49,7,"155,394",2,1,0,"13,308",1
"8,354","15,753,840",Brown,524,Spain,Female,32,6,0,1,1,1,"132,862",1
"8,355","15,669,994",Greece,556,Germany,Female,31,1,"128,664",2,1,0,"125,083",0
"8,356","15,695,301",Matthews,504,Spain,Male,44,4,"113,523",1,1,1,"12,405",0
"8,357","15,792,004",Heath,731,Spain,Female,26,3,0,2,1,0,"37,697",0
"8,358","15,603,035",Vincent,651,France,Male,34,3,0,2,1,1,"105,600",0
"8,359","15,717,286",Sal,675,Spain,Female,40,8,"79,036",1,1,0,"142,784",1
"8,360","15,577,107",Milne,657,Spain,Female,22,6,0,3,0,1,"168,412",1
"8,361","15,754,747",Bazile,686,Germany,Male,33,9,"141,918",2,0,1,"184,036",0
"8,362","15,705,676",Wardle,690,France,Female,35,9,"107,944",2,0,0,"48,478",0
"8,363","15,751,912",Lilly,567,France,Male,36,7,0,2,0,1,3896.08,0
"8,364","15,677,336",Aitken,557,Germany,Male,57,1,"120,043",1,1,0,"132,371",1
"8,365","15,684,395",Enderby,446,Spain,Female,45,10,"125,192",1,1,1,"128,261",1
"8,366","15,659,949",Chiu,850,France,Male,31,1,"96,399",2,1,0,"106,534",0
"8,367","15,812,422",Ugorji,637,France,Male,41,2,0,2,0,1,"102,515",0
"8,368","15,806,941",Sharpe,499,France,Male,60,7,"76,962",2,1,1,"83,644",0
"8,369","15,637,690",Houghton,622,Germany,Female,34,7,"98,676",1,1,0,"138,907",1
"8,370","15,632,882",Konovalova,684,Germany,Male,37,1,"126,817",2,1,1,"29,996",1
"8,371","15,807,107",Patel,612,France,Male,32,3,"121,394",1,1,0,"164,081",0
"8,372","15,661,034",Ngozichukwuka,813,Germany,Female,29,5,"106,059",1,0,0,"187,977",1
"8,373","15,811,958",Medland,850,Germany,Male,44,2,"112,755",2,0,0,"158,171",0
"8,374","15,785,167",Padovano,795,Spain,Male,29,4,0,2,0,0,"155,712",0
"8,375","15,646,720",Tsui,628,Spain,Female,55,7,0,3,1,0,"85,891",1
"8,376","15,658,614",H?,565,Germany,Female,38,7,"145,401",2,1,1,"83,845",0
"8,377","15,704,657",Denman,601,France,Male,39,3,"72,648",1,1,0,"41,778",1
"8,378","15,567,147",Ratten,802,Spain,Male,40,4,0,2,1,1,"81,908",0
"8,379","15,701,319",Baxter,614,Germany,Female,37,6,"96,341",2,1,1,"139,377",1
"8,380","15,745,266",Norman,434,Spain,Male,55,6,0,1,0,1,"73,562",1
"8,381","15,650,437",Shen,522,Germany,Male,32,8,"124,450",2,1,1,"165,786",0
"8,382","15,764,314",Reilly,550,Germany,Male,36,2,"113,877",2,1,0,"174,922",0
"8,383","15,612,594",Ifeanacho,599,Spain,Male,25,3,0,2,1,1,"120,790",0
"8,384","15,593,501",Graham,493,France,Female,36,5,"148,668",2,1,0,"56,093",0
"8,385","15,804,150",Lysaght,755,France,Male,34,3,0,2,1,1,"158,816",0
"8,386","15,649,297",T'ang,605,France,Female,62,4,"111,066",2,0,1,"125,661",0
"8,387","15,641,110",Abron,708,France,Male,41,0,0,1,1,0,"128,401",0
"8,388","15,660,608",Chimaraoke,699,France,Male,44,8,"158,698",1,1,0,"107,181",0
"8,389","15,806,570",Y?an,763,France,Female,53,4,0,1,1,0,"77,204",1
"8,390","15,715,345",Sergeyeva,743,Spain,Male,25,6,0,2,1,0,"129,740",0
"8,391","15,755,521",Ma,660,France,Female,48,0,"90,044",2,0,1,"187,605",1
"8,392","15,579,074",Obiajulu,619,Germany,Male,38,10,"84,652",1,1,1,"184,754",0
"8,393","15,641,158",Belcher,739,Germany,Male,32,3,"102,128",1,1,0,"63,981",1
"8,394","15,752,507",K?,769,Germany,Male,60,9,"148,846",1,1,0,"192,832",1
"8,395","15,597,983",Brown,692,France,Male,69,10,"154,954",1,1,1,"70,849",0
"8,396","15,586,069",Abernathy,560,France,Female,30,0,"108,883",1,1,0,"27,915",0
"8,397","15,655,082",Pape,607,France,Female,48,4,"112,071",3,1,0,"173,568",1
"8,398","15,720,155",Tao,630,Germany,Male,29,6,"131,354",1,0,1,"9,324",1
"8,399","15,582,116",Ma,767,Germany,Female,45,7,"132,746",2,1,0,"26,629",1
"8,400","15,749,365",Earle,543,France,Female,34,8,0,2,0,1,"145,602",0
"8,401","15,632,069",Kazantsev,776,France,Male,39,8,"125,212",2,1,0,"144,496",0
"8,402","15,663,134",Uspenskaya,535,Spain,Male,58,1,0,2,1,1,"11,780",1
"8,403","15,766,683",Coombes,549,Germany,Male,36,6,"139,422",1,0,0,"83,983",1
"8,404","15,707,219",Hopman,844,France,Female,28,4,0,2,0,1,"123,318",0
"8,405","15,709,232",McKay,586,Germany,Female,47,5,"157,099",2,1,1,"65,482",0
"8,406","15,801,351",Milanesi,583,France,Male,40,3,0,2,1,0,"47,728",0
"8,407","15,578,747",Chineze,701,Spain,Male,26,5,"83,600",1,0,1,"59,195",0
"8,408","15,675,626",Dawson,726,France,Male,28,2,0,1,0,0,"98,061",0
"8,409","15,583,736",Shih,829,Germany,Male,36,4,"81,796",2,1,0,"90,107",0
"8,410","15,590,011",Hughes,749,Spain,Male,38,9,"129,378",1,1,1,"13,549",0
"8,411","15,609,913",Clark,743,France,Female,46,9,0,1,1,0,"113,436",0
"8,412","15,719,479",Chukwuhaenye,619,Spain,Female,56,7,0,2,1,1,"42,442",0
"8,413","15,575,147",Wall,699,France,Male,22,9,"99,339",1,1,0,"68,298",1
"8,414","15,597,309",Howell,749,Spain,Male,36,7,0,2,0,0,"80,135",0
"8,415","15,648,367",Lo,600,Germany,Female,29,6,"74,430",2,1,1,"96,051",0
"8,416","15,758,031",Lazarev,760,Spain,Male,38,3,"91,242",1,0,1,"80,682",0
"8,417","15,751,771",Lowe,528,Germany,Male,32,2,"99,092",1,0,1,"111,150",0
"8,418","15,689,288",Folliero,630,France,Female,26,5,0,2,1,0,"182,612",0
"8,419","15,731,026",Han,683,Germany,Female,39,2,"100,062",2,1,0,"109,201",0
"8,420","15,775,809",Holloway,677,Germany,Female,26,6,"98,724",1,0,1,"151,147",0
"8,421","15,743,076",Pai,669,Spain,Male,29,9,0,1,1,1,"93,902",0
"8,422","15,658,258",Trejo,693,France,Male,43,6,"128,760",1,1,0,"36,343",0
"8,423","15,756,321",Johnston,612,Spain,Female,52,5,"144,773",1,0,0,"98,303",1
"8,424","15,706,799",Macknight,719,Spain,Male,44,4,0,1,0,0,"84,973",1
"8,425","15,775,703",Lo,702,France,Male,26,2,"71,281",1,1,1,"108,747",1
"8,426","15,642,636",Glossop,755,France,Male,29,9,"117,036",1,1,1,"21,862",0
"8,427","15,704,651",Bishop,514,France,Male,26,1,0,2,0,0,"121,552",0
"8,428","15,806,771",Yefremova,753,France,Female,40,0,"3,769",2,1,0,"177,065",1
"8,429","15,566,735",Obialo,548,Germany,Female,36,2,"108,914",2,1,1,"140,460",0
"8,430","15,681,671",Nkemjika,850,Germany,Male,28,2,"101,100",2,1,1,"35,337",0
"8,431","15,775,949",Trevisani,612,France,Female,38,7,"110,615",1,1,1,"193,503",0
"8,432","15,586,752",Parkes,628,Germany,Male,33,8,"152,144",1,1,1,"32,174",0
"8,433","15,582,519",Seleznyov,479,France,Male,47,6,"121,797",1,0,1,5811.9,1
"8,434","15,658,233",Naylor,724,France,Female,41,5,"109,798",1,0,1,"149,594",0
"8,435","15,755,330",Forbes,512,Germany,Male,41,7,"122,403",1,0,1,"37,440",1
"8,436","15,605,072",Douglas,638,France,Female,43,3,"145,861",1,1,1,"142,764",1
"8,437","15,617,538",Nwankwo,834,Spain,Male,40,7,0,2,0,0,"45,039",0
"8,438","15,591,428",Myers,781,France,Male,29,9,0,2,0,0,"172,097",0
"8,439","15,692,142",Rogova,707,Germany,Female,48,7,"105,087",1,1,1,"180,345",1
"8,440","15,692,931",Hsing,670,France,Male,22,2,"114,991",1,1,1,"37,393",0
"8,441","15,781,127",Giordano,663,Spain,Female,33,8,"96,769",1,1,1,"36,864",0
"8,442","15,677,136",Okwukwe,624,France,Female,23,5,0,2,0,0,"132,419",0
"8,443","15,677,828",Chalmers,598,France,Female,34,4,0,2,0,0,"60,894",0
"8,444","15,567,897",Chiazagomekpere,619,Germany,Male,23,5,"132,725",1,1,1,"143,913",0
"8,445","15,793,641",Evseyev,792,France,Female,70,3,0,2,1,1,"172,240",0
"8,446","15,678,333",Parry-Okeden,683,France,Female,26,7,0,2,1,0,"86,620",0
"8,447","15,630,511",Picot,691,France,Female,33,6,0,2,1,0,"164,075",0
"8,448","15,792,627",Reid,765,Spain,Female,33,5,"84,558",1,1,1,"69,039",0
"8,449","15,717,191",Ferri,508,France,Male,49,1,"93,817",2,1,1,"132,469",1
"8,450","15,625,716",Genovesi,637,France,Female,33,9,"113,914",1,0,1,"65,317",0
"8,451","15,710,053",Neumayer,667,Germany,Female,44,5,"140,407",2,0,1,"57,164",0
"8,452","15,580,043",Murray,575,Spain,Female,22,8,"105,229",1,1,1,"34,397",0
"8,453","15,601,410",Tien,744,Spain,Female,46,1,0,3,1,1,"177,432",1
"8,454","15,684,669",Parkes,567,France,Female,41,9,"137,891",1,1,0,"142,009",1
"8,455","15,619,083",Yip,502,France,Female,35,6,0,2,1,1,"80,618",0
"8,456","15,692,207",Ingle,609,France,Female,53,6,0,2,1,1,"124,218",0
"8,457","15,730,705",Chidubem,715,France,Male,37,9,"165,253",1,1,0,"85,286",0
"8,458","15,749,688",Lu,541,France,Male,32,8,0,2,0,0,"40,889",0
"8,459","15,728,542",Vorobyova,850,France,Female,71,4,0,2,1,1,"107,237",0
"8,460","15,760,063",Chiedozie,595,Spain,Male,23,7,0,2,1,1,"168,086",0
"8,461","15,658,982",Napolitani,650,Germany,Female,28,5,"122,034",3,0,1,"146,663",1
"8,462","15,758,769",Coffey,625,France,Female,44,7,0,1,1,0,4791.8,0
"8,463","15,778,481",Chigbogu,817,France,Male,59,1,"118,963",1,1,1,"120,820",0
"8,464","15,661,162",Akabueze,526,Spain,Male,49,2,0,1,1,0,"114,540",1
"8,465","15,568,164",Istomin,850,France,Female,34,4,"71,380",2,1,1,"154,001",0
"8,466","15,601,569",Ndubueze,598,France,Female,40,2,"171,178",1,1,0,"137,981",1
"8,467","15,772,383",Toscani,613,France,Male,36,9,"131,307",1,0,0,"83,344",0
"8,468","15,667,456",Ross,709,Spain,Male,62,3,0,2,1,1,"82,195",0
"8,469","15,672,983",Fernando,678,Spain,Female,27,5,"87,100",2,1,0,"149,551",0
"8,470","15,799,534",McClaran,720,France,Male,71,5,"183,135",2,1,1,"197,689",0
"8,471","15,582,847",Yermakova,662,France,Male,26,0,0,2,0,1,"72,930",0
"8,472","15,612,478",Somadina,525,France,Male,51,10,0,3,1,0,"171,045",1
"8,473","15,709,621",Wan,662,France,Male,31,3,0,2,0,1,"27,731",0
"8,474","15,802,009",Mazzi,770,France,Female,33,6,0,2,1,1,"126,132",0
"8,475","15,698,816",Tuan,721,Spain,Female,33,4,"72,535",1,1,1,"103,931",0
"8,476","15,574,830",Townsley,633,Germany,Male,58,2,"128,137",2,1,0,"147,635",1
"8,477","15,603,082",Yashina,701,France,Male,51,9,0,2,0,0,"61,962",0
"8,478","15,685,947",Henderson,556,Germany,Male,42,0,"115,916",2,0,1,"125,435",1
"8,479","15,643,048",Mueller,639,France,Male,66,0,0,2,0,1,"42,241",0
"8,480","15,807,568",Wright,632,France,Male,50,2,0,2,0,0,"57,943",0
"8,481","15,597,591",Lung,456,France,Male,29,5,"107,000",1,1,1,"153,420",0
"8,482","15,747,558",Bryant,729,Spain,Female,38,10,0,2,1,0,"189,727",0
"8,483","15,756,655",Madukaife,632,France,Female,34,2,0,2,0,0,"165,386",0
"8,484","15,589,949",Maclean,433,Spain,Male,34,9,"152,807",1,1,0,"19,688",0
"8,485","15,601,012",Abdullah,802,France,Female,60,3,"92,887",1,1,0,"39,474",1
"8,486","15,724,269",Yao,670,France,Male,25,7,0,2,1,1,"144,723",0
"8,487","15,567,506",Cheatham,738,Germany,Female,40,6,"114,941",2,1,1,"194,896",1
"8,488","15,791,877",Gallagher,706,Germany,Male,34,0,"140,641",2,1,1,"77,272",0
"8,489","15,794,360",Hao,592,Germany,Female,70,5,"71,817",2,1,0,"105,097",1
"8,490","15,686,538",Nixon,522,France,Female,41,7,0,2,0,1,"176,780",0
"8,491","15,585,985",Wang,746,France,Male,48,5,"165,282",1,1,0,"153,786",1
"8,492","15,699,257",Kerr,651,Spain,Male,42,2,"143,146",2,1,0,"43,612",0
"8,493","15,804,104",Romani,494,France,Male,28,9,"114,732",2,0,1,"79,480",0
"8,494","15,727,619",Lock,753,Germany,Female,46,9,"113,910",3,1,0,"92,320",1
"8,495","15,740,237",Millar,671,Germany,Male,36,2,"116,695",1,0,0,"193,202",0
"8,496","15,801,436",K'ung,696,France,Male,42,4,0,1,0,0,"126,353",1
"8,497","15,705,735",Onyekachi,577,Spain,Male,43,3,0,2,1,1,"135,009",0
"8,498","15,649,359",Somayina,587,France,Male,36,1,0,2,0,1,"17,136",0
"8,499","15,624,892",Dennis,712,Germany,Male,37,7,"93,979",2,1,0,"60,652",0
"8,500","15,784,918",Brown,498,Germany,Male,35,2,"121,968",2,0,1,"188,343",0
"8,501","15,584,785",Ogochukwu,660,France,Male,37,2,"97,325",1,1,0,"23,292",0
"8,502","15,797,197",Macleod,678,Spain,Male,29,6,0,2,1,0,"64,444",0
"8,503","15,574,858",Page,530,France,Male,37,8,0,2,1,1,288,0
"8,504","15,794,101",Barese,559,France,Female,48,2,0,2,0,1,"137,961",0
"8,505","15,743,245",Agafonova,624,France,Male,42,3,"145,155",1,1,0,"72,170",1
"8,506","15,791,535",Caraway,592,France,Male,28,5,"137,223",1,0,0,"39,609",0
"8,507","15,605,215",Stevenson,767,France,Male,48,9,0,2,0,1,"175,458",0
"8,508","15,771,749",Duncan,653,Germany,Female,38,5,"114,268",2,1,1,"89,525",0
"8,509","15,616,833",Wang,678,Spain,Male,27,2,0,2,1,1,"13,221",0
"8,510","15,750,728",Kaur,586,Spain,Female,42,2,0,1,1,0,"102,889",0
"8,511","15,769,353",Jenkins,550,France,Female,40,8,"150,490",1,0,0,"166,468",1
"8,512","15,770,091",Edwards,643,Germany,Male,28,9,"160,858",2,1,0,"27,149",0
"8,513","15,716,420",Kelly,612,Spain,Male,39,5,"170,288",1,1,1,"59,601",0
"8,514","15,740,602",Boyle,674,Germany,Female,27,4,"111,568",1,0,1,"22,026",0
"8,515","15,796,071",Loane,657,Spain,Male,29,7,"83,889",1,1,0,"153,060",0
"8,516","15,811,389",Padovano,724,Germany,Female,35,0,"171,983",2,0,1,"167,313",0
"8,517","15,783,875",Li Fonti,500,France,Female,34,4,0,2,1,0,"12,834",0
"8,518","15,671,800",Robinson,688,France,Male,20,8,"137,624",2,1,1,"197,583",0
"8,519","15,677,288",Geach,599,France,Male,50,3,"121,160",1,0,0,"4,033",1
"8,520","15,633,525",Payne,631,France,Male,29,7,0,2,0,1,"125,877",0
"8,521","15,634,606",Chinonyelum,634,Spain,Male,52,1,0,2,1,1,"176,913",0
"8,522","15,579,207",Watkins,545,France,Male,37,3,"91,184",1,1,0,"105,477",0
"8,523","15,619,892",Page,644,Spain,Male,18,8,0,2,1,0,"59,172",0
"8,524","15,567,778",Genovese,690,Germany,Female,54,1,"144,028",1,1,1,"108,731",1
"8,525","15,711,750",Watson,711,France,Female,34,6,0,2,1,1,"175,310",0
